route_id,trip_headsign,service_id,shape_id,trip_id
16,Forest Glen via Biehn,muwtf_merged_999123,1612,441267
7,B Fairview Park via Weber,s_merged_999122,713,446946
7,B Fairview Park via Weber,s_merged_999122,713,446949
64,Langs,muwtf_merged_999126,6401,416602
16,Forest Glen via Biehn,muwtf_merged_999123,1612,441268
61,Cambridge Centre,muwtf_merged_999126,6111,415998
61,Cambridge Centre,muwtf_merged_999126,6111,415999
61,Cambridge Centre,muwtf_merged_999126,6111,415992
61,Cambridge Centre,muwtf_merged_999126,6111,415993
61,Cambridge Centre,muwtf_merged_999126,6111,415990
61,Cambridge Centre,muwtf_merged_999126,6111,415991
61,Cambridge Centre,muwtf_merged_999126,6111,415996
61,Cambridge Centre,muwtf_merged_999126,6111,415997
61,Cambridge Centre,muwtf_merged_999126,6111,415994
61,Cambridge Centre,muwtf_merged_999126,6111,415995
9971,SMH-Courtland,muwtf_merged_999126,997102,416511
25,Queen South via Overlea,a_merged_999121,2502,443968
9,Lakeshore to UW,s_merged_999125,901,420628
9,Lakeshore to UW,s_merged_999125,901,420629
7,A Fairview Park via Connaught,s_merged_999125,714,420338
7,A Fairview Park via Connaught,s_merged_999125,714,420339
7,A Fairview Park via Connaught,s_merged_999125,714,420332
7,A Fairview Park via Connaught,s_merged_999125,714,420333
7,D UW via University,s_merged_999125,702,420330
7,D UW via University,s_merged_999125,702,420331
7,A Fairview Park via Connaught,s_merged_999125,714,420336
7,A Fairview Park via Connaught,s_merged_999125,714,420337
7,A Fairview Park via Connaught,s_merged_999125,714,420334
7,A Fairview Park via Connaught,s_merged_999125,714,420335
56,Cambridge Centre,muwtf_merged_999126,5611,413693
67,Lovell Industrial,muwtf_merged_999126,6700,413920
56,Cambridge Centre,muwtf_merged_999126,5611,413691
56,Cambridge Centre,muwtf_merged_999126,5611,413690
56,Cambridge Centre,muwtf_merged_999126,5611,413697
56,Cambridge Centre,muwtf_merged_999126,5611,413696
9,Lakeshore to Conestoga Mall,muwtf_merged_999123,911,441779
9,Lakeshore to Conestoga Mall,muwtf_merged_999123,911,441778
9,Lakeshore to Conestoga Mall,muwtf_merged_999123,911,441777
9,Lakeshore to Conestoga Mall,muwtf_merged_999123,911,441776
9,Lakeshore to Conestoga Mall,muwtf_merged_999123,911,441775
9,Lakeshore to Conestoga Mall,muwtf_merged_999123,911,441774
9,Lakeshore to Conestoga Mall,muwtf_merged_999123,911,441773
9,Lakeshore to Conestoga Mall,muwtf_merged_999123,911,441771
60,Northview Acres,muwtf_merged_999126,6000,413944
1,Stanley Park via Becker/Lorraine,s_merged_999125,104,419971
8,University via Westmount,muwtf_merged_999126,807,426729
64,Langs,a_merged_999121,6401,444819
64,Langs,a_merged_999121,6401,444818
200,iXpress to Ainslie Terminal,muwtf_merged_999123,20011,450539
200,iXpress to Ainslie Terminal,muwtf_merged_999123,20011,450538
64,Langs,a_merged_999121,6401,444811
64,Langs,a_merged_999121,6401,444810
64,Langs,a_merged_999121,6401,444813
64,Langs,a_merged_999121,6401,444812
64,Langs,a_merged_999121,6401,444815
64,Langs,a_merged_999121,6401,444814
64,Langs,a_merged_999121,6401,444817
64,Langs,a_merged_999121,6401,444816
9858,Route 60 Special,muwtf_merged_999126,985800,414031
60,Northview Acres,muwtf_merged_999126,6000,413942
7,C Conestoga Mall,s_merged_999122,707,446888
7,C Conestoga Mall,s_merged_999122,707,446889
7,C Conestoga Mall,s_merged_999122,707,446884
7,C Conestoga Mall,s_merged_999122,707,446885
7,C Conestoga Mall,s_merged_999122,707,446886
7,C Conestoga Mall,s_merged_999122,707,446887
7,C Conestoga Mall,s_merged_999122,707,446880
7,C Conestoga Mall,s_merged_999122,707,446881
7,C Conestoga Mall,s_merged_999122,707,446882
7,C Conestoga Mall,s_merged_999122,707,446883
7,A Fairview Park via Connaught,muwtf_merged_999126,716,414462
51,Hespeler Road to Ainslie Terminal,muwtf_merged_999126,5111,415036
8,Fairview via Westmount & Franklin TR,muwtf_merged_999126,820,426741
8,Fairview via Westmount & Franklin TR,muwtf_merged_999126,820,426740
8,Fairview via Franklin/East TR,muwtf_merged_999126,813,426743
8,Fairview via Franklin/East TR,muwtf_merged_999126,813,426742
8,Fairview via Franklin/East TR,muwtf_merged_999126,813,426745
8,Fairview via Franklin/East TR,muwtf_merged_999126,813,426744
8,Fairview via Franklin/East TR,muwtf_merged_999126,813,426747
8,Fairview via Franklin/East TR,muwtf_merged_999126,813,426746
8,Fairview via Westmnt & Franklin/East TR,muwtf_merged_999126,818,426749
8,Fairview via Franklin/East TR,muwtf_merged_999126,813,426748
8,Fairview via Courtland TA,muwtf_merged_999126,812,426969
8,Fairview via Courtland TA,muwtf_merged_999126,812,426968
1,Downtown via Lorraine,a_merged_999121,112,443634
1,Downtown via Lorraine,a_merged_999121,112,443635
1,Downtown via Lorraine,a_merged_999121,112,443636
1,Downtown via Lorraine,a_merged_999121,112,443637
1,Downtown via Lorraine,a_merged_999121,112,443630
1,Downtown via Lorraine,a_merged_999121,112,443631
1,Downtown via Lorraine,a_merged_999121,112,443632
1,Downtown via Lorraine,a_merged_999121,112,443633
64,Langs,a_merged_999124,6401,418960
64,Langs,a_merged_999124,6401,418961
64,Langs,a_merged_999124,6401,418962
64,Langs,a_merged_999124,6401,418963
1,Downtown via Lorraine,a_merged_999121,112,443638
1,Downtown via Lorraine,a_merged_999121,112,443639
64,Langs,a_merged_999124,6401,418966
64,Langs,a_merged_999124,6401,418967
53,Hespeler Terminal,a_merged_999121,5301,445283
53,Hespeler Terminal,a_merged_999121,5301,445282
53,Hespeler Terminal,a_merged_999121,5301,445281
53,Hespeler Terminal,a_merged_999121,5301,445280
53,Ainslie St. Terminal,a_merged_999121,5311,445287
53,Ainslie St. Terminal,a_merged_999121,5311,445286
53,Ainslie St. Terminal,a_merged_999121,5311,445285
53,Ainslie St. Terminal,a_merged_999121,5311,445284
53,Ainslie St. Terminal,a_merged_999121,5311,445289
53,Ainslie St. Terminal,a_merged_999121,5311,445288
11,Downtown Sunday,s_merged_999125,1112,420110
59,Christopher,a_merged_999124,5900,419569
59,Christopher,a_merged_999124,5900,419568
51,Hespeler Road to Ainslie Terminal,muwtf_merged_999126,5111,415030
20,Victoria Hills to Highland Hills Mall,s_merged_999125,2001,420117
55,St. Andrews,muwtf_merged_999123,5500,441940
55,St. Andrews,muwtf_merged_999123,5500,441941
55,St. Andrews,muwtf_merged_999123,5500,441942
55,St. Andrews,muwtf_merged_999123,5500,441943
55,St. Andrews,muwtf_merged_999123,5500,441944
55,St. Andrews,muwtf_merged_999123,5500,441945
55,St. Andrews,muwtf_merged_999123,5500,441946
55,St. Andrews,muwtf_merged_999123,5500,441947
55,St. Andrews,muwtf_merged_999123,5500,441948
55,St. Andrews,muwtf_merged_999123,5500,441949
17,Fairview Park,a_merged_999124,1701,418618
17,Fairview Park,a_merged_999124,1701,418619
4,Downtown from TBW,a_merged_999124,402,419747
55,St. Andrews,a_merged_999124,5500,419691
55,St. Andrews,a_merged_999124,5500,419690
55,St. Andrews,a_merged_999124,5500,419693
55,St. Andrews,a_merged_999124,5500,419692
3,Ottawa South to Downtown,muwtf_merged_999123,301,440019
3,Ottawa South to Downtown,muwtf_merged_999123,301,440018
55,St. Andrews,a_merged_999124,5500,419697
55,St. Andrews,a_merged_999124,5500,419696
3,Ottawa South to Downtown,muwtf_merged_999123,301,440015
3,Ottawa South to Downtown,muwtf_merged_999123,301,440014
3,Ottawa South to Downtown,muwtf_merged_999123,301,440017
3,Ottawa South to Downtown,muwtf_merged_999123,301,440016
3,Ottawa South to Downtown,muwtf_merged_999123,301,440011
3,Ottawa South to Downtown,muwtf_merged_999123,301,440010
3,Ottawa South to Downtown,muwtf_merged_999123,301,440013
3,Ottawa South to Downtown,muwtf_merged_999123,301,440012
19,Victoria South to Downtown,muwtf_merged_999126,1911,413381
51,Hespeler Road to Ainslie Terminal,muwtf_merged_999126,5111,415032
3,Ottawa South,a_merged_999124,300,417549
18,Guelph Street,muwtf_merged_999126,1800,414868
3,Ottawa South,a_merged_999124,300,417548
66,Winston,muwtf_merged_999126,6600,413889
999,Test Route KWSA,s_merged_999122,99900,447527
31,Conestoga Mall,muwtf_merged_999126,3101,416166
35,Eastbridge to Uptown Waterloo,muwtf_merged_999126,3501,416167
31,Conestoga Mall,muwtf_merged_999126,3101,416164
31,Conestoga Mall,muwtf_merged_999126,3101,416165
24,Highland,muwtf_merged_999123,2401,439248
24,Highland,muwtf_merged_999123,2401,439249
31,Conestoga Mall,muwtf_merged_999126,3101,416160
31,Conestoga Mall,muwtf_merged_999126,3101,416161
23,Downtown,muwtf_merged_999123,2311,439244
23,Downtown,muwtf_merged_999123,2311,439245
23,Downtown,muwtf_merged_999123,2311,439246
24,Highland,muwtf_merged_999123,2401,439247
23,Downtown,muwtf_merged_999123,2311,439240
23,Downtown,muwtf_merged_999123,2311,439241
23,Downtown,muwtf_merged_999123,2311,439242
23,Downtown,muwtf_merged_999123,2311,439243
15,Downtown,muwtf_merged_999126,1511,415331
15,Frederick,a_merged_999124,1501,418535
15,Downtown,muwtf_merged_999126,1511,415336
10,Conestoga College via Bechtel,muwtf_merged_999126,1002,415780
15,Downtown,muwtf_merged_999126,1511,415337
15,Downtown,muwtf_merged_999126,1511,415334
8,University via Weber,muwtf_merged_999126,808,426803
15,Downtown,muwtf_merged_999126,1511,415335
51,Hespeler Road to Ainslie Terminal,a_merged_999121,5111,444628
51,Hespeler Road to Ainslie Terminal,a_merged_999121,5111,444629
51,Hespeler Road to Ainslie Terminal,a_merged_999121,5111,444622
51,Hespeler Road to Ainslie Terminal,a_merged_999121,5111,444623
51,Hespeler Road to Ainslie Terminal,a_merged_999121,5111,444620
51,Hespeler Road to Ainslie Terminal,a_merged_999121,5111,444621
51,Hespeler Road to Ainslie Terminal,a_merged_999121,5111,444626
51,Hespeler Road to Ainslie Terminal,a_merged_999121,5111,444627
51,Hespeler Road to Ainslie Terminal,a_merged_999121,5111,444624
51,Hespeler Road to Ainslie Terminal,a_merged_999121,5111,444625
20,Victoria Hills to Downtown,s_merged_999122,2011,446714
31,Conestoga Mall,muwtf_merged_999123,3101,441563
20,Victoria Hills to Downtown,s_merged_999122,2011,446716
31,Conestoga Mall,muwtf_merged_999123,3101,441561
20,Victoria Hills to Downtown,s_merged_999122,2011,446710
999,Test Route KWSA,a_merged_999121,99900,446247
20,Victoria Hills to Downtown,s_merged_999122,2011,446712
20,Victoria Hills to Downtown,s_merged_999122,2011,446713
200,iXpress to Conestoga Mall,muwtf_merged_999126,20001,415853
200,iXpress to Conestoga Mall,muwtf_merged_999126,20001,415852
35,Eastbridge to Conestoga Mall,muwtf_merged_999123,3511,441568
35,Eastbridge to Conestoga Mall,muwtf_merged_999123,3511,441569
20,Victoria Hills to Downtown,s_merged_999122,2011,446718
20,Victoria Hills to Downtown,s_merged_999122,2011,446719
200,iXpress to Conestoga Mall,muwtf_merged_999126,20001,415855
200,iXpress to Conestoga Mall,muwtf_merged_999126,20001,415854
9,Lakeshore to University and King,s_merged_999125,903,420620
9,Lakeshore to University and King,s_merged_999125,903,420621
13,Laurelwood,muwtf_merged_999126,1301,416232
9,Lakeshore to University/King via Kumpf,s_merged_999125,904,420622
13,Laurelwood,muwtf_merged_999126,1301,416233
9,Lakeshore to UW,s_merged_999125,901,420623
13,Laurelwood,muwtf_merged_999126,1301,416230
51,Hespeler Road to Ainslie Terminal,muwtf_merged_999126,5111,415038
9,Lakeshore to UW,s_merged_999125,901,420624
25,Queen South to Downtown via Westheights,a_merged_999124,2512,418094
9,Lakeshore to UW,s_merged_999125,901,420625
9,Lakeshore to UW,s_merged_999125,901,420626
9,Lakeshore to UW,s_merged_999125,901,420627
67,Lovell Industrial,muwtf_merged_999126,6700,413921
56,Cambridge Centre,muwtf_merged_999126,5611,413692
25,Queen South to Downtown via Westheights,a_merged_999124,2512,418095
67,Lovell Industrial,muwtf_merged_999126,6700,413923
67,Lovell Industrial,muwtf_merged_999126,6700,413922
13,Laurelwood,muwtf_merged_999126,1301,416238
7,A Fairview Park via Connaught,a_merged_999124,715,418468
67,Lovell Industrial,muwtf_merged_999126,6700,413925
13,Laurelwood,muwtf_merged_999126,1301,416239
67,Lovell Industrial,muwtf_merged_999126,6700,413924
7,A Fairview Park via Connaught,muwtf_merged_999126,714,414450
7,A Fairview Park via Connaught,muwtf_merged_999126,714,414451
7,A Fairview Park via Connaught,muwtf_merged_999126,714,414452
7,A Fairview Park via Connaught,muwtf_merged_999126,714,414453
7,A Fairview Park via Connaught,muwtf_merged_999126,714,414454
56,Cambridge Centre,muwtf_merged_999126,5611,413695
7,A Fairview Park via Connaught,muwtf_merged_999126,716,414456
7,A Fairview Park via Connaught,muwtf_merged_999126,716,414457
7,A Fairview Park via Connaught,muwtf_merged_999126,716,414458
7,A Fairview Park via Connaught,muwtf_merged_999126,716,414459
56,Cambridge Centre,muwtf_merged_999126,5611,413694
11,Downtown Sunday,s_merged_999125,1112,420101
67,Lovell Industrial,muwtf_merged_999126,6700,413929
11,Downtown Sunday,s_merged_999125,1112,420103
11,Downtown Sunday,s_merged_999125,1112,420102
11,Downtown Sunday,s_merged_999125,1112,420105
11,Downtown Sunday,s_merged_999125,1112,420104
11,Downtown Sunday,s_merged_999125,1112,420107
67,Lovell Industrial,muwtf_merged_999126,6700,413928
11,Downtown Sunday,s_merged_999125,1112,420109
11,Downtown Sunday,s_merged_999125,1112,420108
56,Cambridge Centre,muwtf_merged_999126,5611,413699
65,Fisher Mills on detour,s_merged_999122,6501,447060
17,Heritage Park,muwtf_merged_999126,1700,414825
56,Cambridge Centre,muwtf_merged_999126,5611,413698
25,Queen South via Overlea,a_merged_999124,2502,418097
21,Elmira,a_merged_999124,2101,419481
17,Heritage Park,muwtf_merged_999126,1700,414827
1,Stanley Park via Becker/River,a_merged_999124,103,417616
17,Heritage Park,muwtf_merged_999126,1700,414826
63,Champlain,muwtf_merged_999126,6300,413847
21,Conestoga Mall,a_merged_999124,2111,419484
17,Heritage Park,muwtf_merged_999126,1700,414820
25,Queen South to Downtown,a_merged_999124,2511,418090
5,Uptown,a_merged_999124,511,419338
12,Fairview Park,muwtf_merged_999126,1211,414704
21,Conestoga Mall,a_merged_999124,2111,419487
12,Fairview Park,muwtf_merged_999126,1211,414705
5,Uptown,a_merged_999124,511,419336
27,Fairview Park,muwtf_merged_999126,2711,415206
59,Christopher,muwtf_merged_999126,5900,413600
21,Conestoga Mall,a_merged_999124,2111,419489
5,Uptown,a_merged_999124,511,419352
64,Cambridge Centre,a_merged_999121,6411,444854
200,iXpress to Conestoga Mall,a_merged_999121,20001,448601
24,Highland,a_merged_999121,2401,443849
200,iXpress to Conestoga Mall,a_merged_999121,20001,448603
200,iXpress to Conestoga Mall,a_merged_999121,20001,448604
200,iXpress to Conestoga Mall,a_merged_999121,20001,448605
200,iXpress to Conestoga Mall,a_merged_999121,20001,448606
200,iXpress to Conestoga Mall,a_merged_999121,20001,448607
24,Highland,a_merged_999121,2401,443843
200,iXpress to Conestoga Mall,a_merged_999121,20001,448609
24,Highland to Downtown,a_merged_999121,2411,443841
23,Downtown,a_merged_999121,2311,443840
24,Highland,a_merged_999121,2401,443847
24,Highland,a_merged_999121,2401,443846
24,Highland,a_merged_999121,2401,443845
24,Highland,a_merged_999121,2401,443844
71,Melran on Detour,muwtf_merged_999126,7101,414061
71,Melran on Detour,muwtf_merged_999126,7101,414060
999,Test Route KWSA,a_merged_999121,99900,446228
71,Melran on Detour,muwtf_merged_999126,7101,414062
11,Country Hills,muwtf_merged_999123,1101,440389
11,Country Hills,muwtf_merged_999123,1101,440388
71,Melran on Detour,muwtf_merged_999126,7101,414067
71,Melran on Detour,muwtf_merged_999126,7101,414066
11,Country Hills,muwtf_merged_999123,1101,440385
71,Melran on Detour,muwtf_merged_999126,7101,414068
11,Country Hills,muwtf_merged_999123,1101,440387
11,Country Hills,muwtf_merged_999123,1101,440386
11,Country Hills,muwtf_merged_999123,1101,440381
11,Country Hills,muwtf_merged_999123,1101,440383
25,Queen South to Downtown via Westheights,a_merged_999124,2512,418092
999,Test Route KWSA,muwtf_merged_999123,99900,442718
999,Test Route KWSA,muwtf_merged_999123,99900,442719
999,Test Route KWSA,muwtf_merged_999123,99900,442710
999,Test Route KWSA,muwtf_merged_999123,99900,442711
999,Test Route KWSA,muwtf_merged_999123,99900,442712
999,Test Route KWSA,muwtf_merged_999123,99900,442713
999,Test Route KWSA,muwtf_merged_999123,99900,442714
999,Test Route KWSA,muwtf_merged_999123,99900,442715
999,Test Route KWSA,muwtf_merged_999123,99900,442716
999,Test Route KWSA,muwtf_merged_999123,99900,442717
25,Queen South to Downtown via Westheights,a_merged_999124,2512,418093
7,B Fairview Park via Weber,muwtf_merged_999123,711,448143
7,B Fairview Park via Weber,muwtf_merged_999123,711,448142
7,D UW via University,muwtf_merged_999123,708,448141
20,Victoria Hills to Downtown,muwtf_merged_999126,2011,414949
7,D UW via University,muwtf_merged_999123,708,448140
7,B Fairview Park via Weber,muwtf_merged_999123,711,448147
19,Victoria South to Highland Hills,muwtf_merged_999126,1901,413375
7,B Fairview Park via Weber,muwtf_merged_999123,711,448146
7,B Fairview Park via Weber,muwtf_merged_999123,711,448145
73,McCormick,muwtf_merged_999126,7311,420819
73,Northlake,muwtf_merged_999126,7301,420818
73,McCormick,muwtf_merged_999126,7311,420817
73,Northlake,muwtf_merged_999126,7301,420816
73,McCormick,muwtf_merged_999126,7311,420815
7,B Fairview Park via Weber,muwtf_merged_999123,711,448144
73,McCormick,muwtf_merged_999126,7311,420813
73,Northlake,muwtf_merged_999126,7301,420812
73,McCormick,muwtf_merged_999126,7311,420811
73,Northlake,muwtf_merged_999126,7301,420810
24,Highland to Downtown,muwtf_merged_999126,2411,413486
24,Highland to Downtown,muwtf_merged_999126,2411,413487
24,Highland to Downtown,muwtf_merged_999126,2411,413484
24,Highland to Downtown,muwtf_merged_999126,2411,413485
24,Highland to Downtown,muwtf_merged_999126,2411,413482
24,Highland to Downtown,muwtf_merged_999126,2411,413483
24,Highland to Downtown,muwtf_merged_999126,2411,413480
24,Highland to Downtown,muwtf_merged_999126,2411,413481
19,Victoria South to Highland Hills,muwtf_merged_999126,1901,413376
7,B Fairview Park via Weber,muwtf_merged_999123,711,448149
24,Highland to Downtown,muwtf_merged_999126,2411,413488
24,Highland to Downtown,muwtf_merged_999126,2411,413489
7,B Fairview Park via Weber,muwtf_merged_999123,711,448148
24,Highland,a_merged_999121,2401,443850
7,D UW via University,muwtf_merged_999126,708,414384
24,Highland,a_merged_999121,2401,443851
64,Cambridge Centre,a_merged_999121,6411,444853
8,University via Westmount,muwtf_merged_999126,807,426882
8,University via Westmount,muwtf_merged_999126,807,426883
8,University via Westmount,muwtf_merged_999126,807,426880
8,University via Westmount,muwtf_merged_999126,807,426881
25,Queen South via Overlea,muwtf_merged_999126,2502,415228
25,Queen South,muwtf_merged_999126,2501,415229
8,University via Westmount,muwtf_merged_999126,807,426884
8,University via Westmount,muwtf_merged_999126,807,426885
25,Queen South via Overlea,muwtf_merged_999126,2502,415224
25,Queen South via Overlea,muwtf_merged_999126,2502,415225
25,Queen South via Overlea,muwtf_merged_999126,2502,415226
25,Queen South via Overlea,muwtf_merged_999126,2502,415227
25,Queen South via Overlea,muwtf_merged_999126,2502,415220
25,Queen South via Overlea,muwtf_merged_999126,2502,415221
25,Queen South via Overlea,muwtf_merged_999126,2502,415222
25,Queen South via Overlea,muwtf_merged_999126,2502,415223
15,Downtown,a_merged_999124,1511,418579
15,Downtown,a_merged_999124,1511,418578
64,Cambridge Centre,a_merged_999121,6411,444852
24,Highland,a_merged_999121,2401,443861
15,Downtown,a_merged_999124,1511,418572
15,Downtown,a_merged_999124,1511,418571
15,Downtown,a_merged_999124,1511,418570
15,Downtown,a_merged_999124,1511,418577
15,Downtown,a_merged_999124,1511,418576
15,Downtown,a_merged_999124,1511,418575
15,Downtown,a_merged_999124,1511,418574
9,Lakeshore to UW,a_merged_999124,901,419228
9,Lakeshore to UW,a_merged_999124,901,419229
4,Downtown from TBW,a_merged_999124,402,419738
4,Downtown from TBW,a_merged_999124,402,419739
20,Victoria Hills to Downtown,muwtf_merged_999126,2011,414939
20,Victoria Hills to Downtown,muwtf_merged_999126,2011,414938
20,Victoria Hills to Downtown,muwtf_merged_999126,2011,414937
4,Downtown from TBW,a_merged_999124,402,419733
20,Victoria Hills to Downtown,muwtf_merged_999126,2011,414935
20,Victoria Hills to Downtown,muwtf_merged_999126,2011,414934
20,Victoria Hills to Downtown,muwtf_merged_999126,2011,414933
20,Victoria Hills to Downtown,muwtf_merged_999126,2011,414932
20,Victoria Hills to Highland Hills Mall,muwtf_merged_999126,2001,414931
20,Victoria Hills to Highland Hills Mall,muwtf_merged_999126,2001,414930
22,Laurentian West to Downtown,a_merged_999121,2212,444011
200,iXpress to Ainslie Terminal,muwtf_merged_999123,20011,450533
22,Laurentian West to Downtown,a_merged_999121,2212,444013
22,Laurentian West to Downtown,a_merged_999121,2212,444012
22,Laurentian West to Downtown,a_merged_999121,2212,444015
22,Laurentian West to Downtown,a_merged_999121,2212,444014
22,Laurentian West to Downtown,a_merged_999121,2212,444017
200,iXpress to Ainslie Terminal,muwtf_merged_999123,20011,450532
22,Laurentian West to Downtown,a_merged_999121,2212,444019
22,Laurentian West to Downtown,a_merged_999121,2212,444018
200,iXpress to Ainslie Terminal,muwtf_merged_999123,20011,450531
51,Hespeler Road to Hespeler,muwtf_merged_999126,5101,415088
51,Hespeler Road to Hespeler,muwtf_merged_999126,5101,415089
8,University via Franklin & Westmount,a_merged_999124,803,426088
200,iXpress to Ainslie Terminal,muwtf_merged_999123,20011,450530
20,Victoria Hills to Downtown,muwtf_merged_999126,2011,414942
51,Hespeler Road to Ainslie Terminal,muwtf_merged_999126,5111,415080
200,iXpress to Ainslie Terminal,muwtf_merged_999123,20011,450537
51,Hespeler Road to Ainslie Terminal,muwtf_merged_999126,5111,415082
51,Hespeler Road to Hespeler,muwtf_merged_999126,5101,415083
51,Hespeler Road to Hespeler,muwtf_merged_999126,5101,415084
51,Hespeler Road to Hespeler,muwtf_merged_999126,5101,415085
51,Hespeler Road to Hespeler,muwtf_merged_999126,5101,415086
200,iXpress to Ainslie Terminal,muwtf_merged_999123,20011,450536
24,Highland,a_merged_999121,2401,443863
200,iXpress to Ainslie Terminal,muwtf_merged_999123,20011,450535
200,iXpress to Ainslie Terminal,muwtf_merged_999123,20011,450534
52,Ainslie St. Terminal,a_merged_999124,5211,418688
20,Victoria Hills to Downtown,muwtf_merged_999126,2011,414943
8,Fairview via Weber & Courtland TA,a_merged_999124,824,426226
8,Fairview via Weber & Courtland TA,a_merged_999124,824,426227
24,Highland,a_merged_999121,2401,443862
8,Fairview via Weber & Courtland TA,a_merged_999124,824,426225
8,Fairview via Weber & Courtland TA,a_merged_999124,824,426222
8,Fairview via Weber & Courtland TA,a_merged_999124,824,426223
8,Fairview via Weber & Courtland TR,a_merged_999124,823,426220
8,Fairview via Courtland TR,a_merged_999124,811,426221
58,Elmwood,muwtf_merged_999126,5800,416536
8,Fairview via Weber & Courtland TA,a_merged_999124,824,426228
8,Fairview via Weber & Courtland TA,a_merged_999124,824,426229
52,Ainslie St. Terminal,a_merged_999124,5211,418686
10,Conestoga College,muwtf_merged_999126,1001,415763
24,Highland,a_merged_999121,2401,443865
22,Laurentian West to Downtown,muwtf_merged_999126,2212,416759
22,Laurentian West to Downtown,muwtf_merged_999126,2212,416758
22,Laurentian West to Downtown,muwtf_merged_999126,2212,416755
22,Laurentian West to Downtown,muwtf_merged_999126,2212,416754
22,Laurentian West to Downtown,muwtf_merged_999126,2212,416757
22,Laurentian West to Downtown,muwtf_merged_999126,2212,416756
22,Laurentian West to Downtown,muwtf_merged_999126,2212,416751
22,Laurentian West to Downtown,muwtf_merged_999126,2212,416750
22,Laurentian West to Downtown,muwtf_merged_999126,2212,416753
22,Laurentian West to Downtown,muwtf_merged_999126,2212,416752
12,Conestoga Mall,muwtf_merged_999126,1201,414667
12,Conestoga Mall,muwtf_merged_999126,1201,414666
12,Conestoga Mall,muwtf_merged_999126,1201,414665
12,Conestoga Mall,muwtf_merged_999126,1201,414664
12,Conestoga Mall,muwtf_merged_999126,1201,414663
12,Conestoga Mall,muwtf_merged_999126,1201,414662
12,Conestoga Mall,muwtf_merged_999126,1201,414660
6,Bridgeport,a_merged_999124,600,417482
6,Bridgeport,a_merged_999124,600,417483
6,Bridgeport,a_merged_999124,600,417480
6,Bridgeport,a_merged_999124,600,417481
6,Bridgeport,a_merged_999124,600,417486
6,Bridgeport,a_merged_999124,600,417487
24,Highland,a_merged_999121,2401,443864
12,Conestoga Mall,muwtf_merged_999126,1201,414668
8,Fairview via Franklin/East TR,s_merged_999122,813,447380
8,Fairview via Westmnt & Franklin/East TR,s_merged_999122,818,447381
8,Fairview via Franklin/East TR,s_merged_999122,813,447382
8,Fairview via Westmnt & Franklin/East TR,s_merged_999122,818,447383
8,Fairview via Franklin/East TR,s_merged_999122,813,447384
8,Fairview via Westmnt & Franklin/East TR,s_merged_999122,818,447385
22,Laurentian West to Forest Glen,muwtf_merged_999123,2201,442158
8,Fairview via Westmnt & Franklin/East TR,s_merged_999122,818,447387
8,Fairview via Westmnt & Franklin/East TR,s_merged_999122,818,447388
22,Laurentian West to Forest Glen,muwtf_merged_999123,2201,442157
22,Laurentian West to Downtown,muwtf_merged_999123,2212,442154
22,Laurentian West to Downtown,muwtf_merged_999123,2212,442155
8,Fairview via Courtland TR,s_merged_999122,811,447432
22,Laurentian West to Downtown,muwtf_merged_999123,2212,442153
8,Fairview via Courtland TR,s_merged_999122,811,447430
22,Laurentian West to Downtown,muwtf_merged_999123,2212,442151
13,Laurelwood to UW,muwtf_merged_999126,1311,416287
13,Laurelwood to UW,muwtf_merged_999126,1311,416286
13,Laurelwood to UW,muwtf_merged_999126,1311,416285
13,Laurelwood to UW,muwtf_merged_999126,1311,416284
13,Laurelwood to UW,muwtf_merged_999126,1311,416283
13,Laurelwood to UW,muwtf_merged_999126,1311,416282
3,Ottawa South,a_merged_999121,300,443548
3,Ottawa South,a_merged_999121,300,443549
3,Ottawa South,a_merged_999121,300,443546
3,Ottawa South,a_merged_999121,300,443547
3,Ottawa South,a_merged_999121,300,443544
3,Ottawa South,a_merged_999121,300,443545
3,Ottawa South,a_merged_999121,300,443542
3,Ottawa South,a_merged_999121,300,443543
3,Ottawa South,a_merged_999121,300,443540
3,Ottawa South,a_merged_999121,300,443541
8,Fairview via Westmnt & Franklin/East TR,a_merged_999121,818,445720
8,Fairview via Franklin/East TR,a_merged_999121,813,445721
8,Fairview via Westmount & Franklin TR,a_merged_999121,820,445722
8,Fairview via Westmount & Franklin TR,a_merged_999121,820,445723
8,Fairview via Westmount & Franklin TR,a_merged_999121,820,445724
8,Fairview via Westmount & Franklin TR,a_merged_999121,820,445725
8,Fairview via Westmount & Franklin TR,a_merged_999121,820,445726
8,Fairview via Westmount & Franklin TR,a_merged_999121,820,445727
8,Fairview via Westmount & Franklin TR,a_merged_999121,820,445728
8,Fairview via Westmount & Franklin TR,a_merged_999121,820,445729
55,St. Andrews,muwtf_merged_999126,5500,416573
55,St. Andrews,muwtf_merged_999126,5500,416572
55,St. Andrews,muwtf_merged_999126,5500,416575
55,St. Andrews,muwtf_merged_999126,5500,416574
55,St. Andrews,muwtf_merged_999126,5500,416577
55,St. Andrews,muwtf_merged_999126,5500,416576
8,University via Weber,a_merged_999121,808,445878
8,University via Weber,a_merged_999121,808,445879
11,Country Hills,muwtf_merged_999126,1101,414593
11,Country Hills,muwtf_merged_999126,1101,414592
11,Country Hills,muwtf_merged_999126,1101,414595
11,Country Hills,muwtf_merged_999126,1101,414594
