stop_lat,zone_id,stop_lon,stop_id,stop_name,location_type
43.396142,,-80.372962,1629,Fountain / Bauman,0
43.399956,,-80.368,1628,King / Fountain,0
43.434542,,-80.534373,3209,Victoria / Path To Wexford,0
43.43357,,-80.538688,3208,Victoria / Eastforest,0
43.435892,,-80.447073,2860,Franklin / Prospect,0
43.431922,,-80.438915,2861,Weber / Kinzie,0
43.429262,,-80.43487,2862,King / Kingsbury,0
43.425355,,-80.490287,2863,Grt Strasburg Transit Garage,0
43.424732,,-80.495277,2864,Chandler / Bonfield,0
43.423855,,-80.496687,2865,Elmsdale / Chandler,0
43.42201,,-80.49421,2866,Elmsdale / Ottawa,0
43.42122,,-80.497252,2867,Ottawa / Howland,0
43.420673,,-80.500573,2868,Ottawa / Path To Chandler,0
43.420357,,-80.50258,2869,Ottawa / Westmount,0
43.496233,,-80.548257,1199,Northfield / Weber,0
43.495625,,-80.54993,1198,Northfield / Weber,0
43.433163,,-80.510683,3348,Queens / Westmount,0
43.43406,,-80.508183,3349,Queens / Blueridge,0
43.491093,,-80.564262,1191,Highpoint / Northfield,0
43.48914,,-80.562982,1190,Highpoint / Rolling Hills,0
43.493622,,-80.563955,1193,Northlake / Highpoint,0
43.493208,,-80.564582,1192,Highpoint / Cornerbrook,0
43.494148,,-80.556752,1195,Skylark / Northlake,0
43.494712,,-80.559533,1194,Northlake / Green Meadow,0
43.494357,,-80.553547,1197,Northfield / Northgate,0
43.493527,,-80.555927,1196,Northfield / Skylark,0
43.40878,,-80.443455,1759,Wabanaki / Kevco,0
43.406957,,-80.448535,1758,Manitou / Wabanaki,0
43.405483,,-80.448345,1757,334 Manitou Dr.,0
43.40185,,-80.447687,1756,Manitou / Cayuga,0
43.398292,,-80.446698,1755,Doon Village / Farrier,0
43.393583,,-80.443617,1754,Doon Village / Wheatfield Park,0
43.391897,,-80.440588,1753,Doon Village / Bechtel,0
43.389998,,-80.444377,1752,Bechtel / Anvil,0
43.389137,,-80.448528,1751,Bechtel / Sabrina,0
43.391645,,-80.450683,1750,Pioneer / Black Walnut,0
43.490542,,-80.539163,1177,Albert / Longwood,0
43.48815,,-80.541385,1176,Albert / Greenbrier,0
43.485738,,-80.539433,1175,Hazel / Albert,0
43.485675,,-80.537293,1174,Hazel / Blythwood,0
43.483773,,-80.535095,1173,Hazel / Smallwood,0
43.481543,,-80.532912,1172,Hazel / Austin,0
43.479566,,-80.531347,1171,Waterloo Ci,0
43.478533,,-80.530555,1170,Waterloo Ci,0
43.49266,,-80.544787,1179,Parkside / Weber,0
43.492042,,-80.537633,1178,Weber / Albert,0
43.403585,,-80.35481,1284,Eagle / Hexam,0
43.404093,,-80.351697,1283,Eagle / Shettleston,0
43.40467,,-80.348197,1282,Eagle / Concession,0
43.40332,,-80.35546,1289,Laurel / Eagle,0
43.394808,,-80.37774,1579,Preston / Hillview,0
43.396447,,-80.377657,1578,Preston / Parkview,0
43.407827,,-80.391363,1573,Gateway Park / Sportsworld,0
43.408985563,,-80.3938566,1571,Sportsworld Crossing,0
43.409226842,,-80.39381845,1570,Sportsworld Crossing,0
43.39853,,-80.377978,1577,Preston / Kiwanis Village,0
43.399365,,-80.376857,1576,Preston / Linden,0
43.399647,,-80.375538,1575,Shantz Hill / Preston Pkwy,0
43.406267,,-80.38917,1574,Tu Lane / Gateway Park,0
43.438698,,-80.298918,1240,Melran / Mccormick,0
43.436943,,-80.293683,1243,Mcmeeken / Mccormick,0
43.504595,,-80.496582,2035,University / Lexington,0
43.38885,,-80.28531,1371,Burnett / Mctague,0
43.386238,,-80.288258,1370,Burnett / Chimney Hill,0
43.390437,,-80.29201,1373,Saginaw / Stonecairn,0
43.389898,,-80.2883,1372,Saginaw / Fairgreen,0
43.391526,,-80.300126,1375,St Benedict Css,0
43.38973,,-80.296317,1374,Saginaw / Cowan,0
43.39165,,-80.300673,1377,St Benedict Css,0
43.391573,,-80.300315,1376,St Benedict Css,0
43.391123,,-80.30861,1379,Elgin / Bushnell,0
43.39139,,-80.302953,1378,Elgin / Franklin,0
43.500373,,-80.500822,2032,Meadowvale / Lexington,0
43.5102,,-80.5495,3834,Farmers Market / Walmart,0
43.3915,,-80.3441,3835,Bishop / Pineview,0
43.5159,,-80.5573,3836,King / Lobsinger,0
43.554798,,-80.555367,3837,Arthur / Gerrat,0
43.5377,,-80.5539,3830,King / Cedar,0
43.5319,,-80.5549,3831,King / Henry,0
43.5284,,-80.5554,3832,King / Printery,0
43.5099,,-80.5558,3833,Farmers Market / Benjamin,0
43.498052,,-80.499417,2030,Dansbury / Canterbury,0
43.5671,,-80.5613,3838,Arthur / Scotch Line,0
43.5671,,-80.5615,3839,Arthur / Scotch Line,0
43.429097,,-80.289172,1245,Ellis / Kerwood,0
43.430943,,-80.293117,1244,Kerwood / Gees,0
43.447772,,-80.559623,1987,Westvale / Foxhill,0
43.416413,,-80.386348,2309,Cherry Blossom / Maple Grove,0
43.387473,,-80.411953,2308,Homer Watson,0
43.35629,,-80.300775,2301,Main / Lowrey,0
43.356033,,-80.298927,2300,Chalmers / Main,0
43.356812,,-80.30622,2303,Main / Arthur White,0
43.356538,,-80.303102,2302,Main / Cathay,0
43.357148,,-80.307967,2304,Main / Spruce,0
43.428063,,-80.295037,1246,Ellis / Cooper,0
43.49,,-80.5169,3748,Lexington / Dearborn Blvd,0
43.498,,-80.505,3749,Lexington / Bridge,0
43.3937,,-80.4367,3746,Pioneer / Bechtel,0
43.4843,,-80.5197,3747,Columbia / Marsland,0
43.4571,,-80.495,3744,Wellington / Weber,0
43.4914,,-80.578,3745,Conservation / Waterton,0
43.4611,,-80.5219,3743,William / Caroline,0
43.3867,,-80.475,3740,Huron / Cranshaw,0
43.3889,,-80.4718,3741,Huron / Newcastle,0
43.445138,,-80.529582,3253,Westwood / Westwood Cres.,0
43.347993,,-80.304617,2275,Glenview / Mcdonald,0
43.347808,,-80.306497,2274,Mckay / Glenview,0
43.346242,,-80.299985,2277,Champlain / Christopher,0
43.346405,,-80.303265,2276,Mcdonald / Dorset,0
43.350275,,-80.302827,2271,Ballantyne / East,0
43.352072,,-80.301957,2270,Christopher / South,0
43.349588,,-80.306918,2273,Ballantyne / Mckay,0
43.349923,,-80.304908,2272,Ballantyne / Mcdonald,0
43.341327,,-80.300928,2279,Christopher / Myers,0
43.343818,,-80.300958,2278,Christopher / Tutton,0
43.469538,,-80.447385,2337,1373 Victoria St.,0
43.453283,,-80.490448,2459,Weber / Young,0
43.45116,,-80.4929,2458,King / Gaukel,0
43.453817,,-80.50143,2455,King / Breithaupt,0
43.454508,,-80.502919,2454,Wellington / King,0
43.451736,,-80.494754,2457,King / Water,0
43.452887,,-80.498582,2456,King / Victoria,0
43.456577,,-80.496683,2451,Wellington / Duke,0
43.4578,,-80.49296,2450,Wellington / Ahrens,0
43.455098,,-80.501085,2453,Wellington / Moore,0
43.455805,,-80.498992,2452,Wellington / Waterloo,0
43.498617,,-80.53218,2051,Conestogo / King,0
43.498554,,-80.532046,2050,Conestogo / King,0
43.496668,,-80.535205,2053,530 Conestogo Rd.,0
43.495837,,-80.532947,2052,Conestogo / Bauer,0
43.499713,,-80.537278,2055,Conestogo / Northfield,0
43.498572,,-80.536503,2054,Conestogo / Durward,0
43.4509,,-80.5721,3690,Erbsville / Royal Beech,0
43.4533,,-80.5719,3691,Path To Erbsville,0
43.4558,,-80.5732,3692,Keats / Keatswood,0
43.4565,,-80.5711,3693,Keats / Beechwood,0
43.4575,,-80.5682,3694,Keats / Leighland,0
43.4567,,-80.5649,3695,Keats Way / Brynhurst,0
43.4907,,-80.5813,3697,Lake Louise / Kelso,0
43.357147,,-80.293797,1506,Main / Alexander,0
43.356593,,-80.296798,1507,Main / Elgin,0
43.39945,,-80.354483,3526,Westminster / Laurel,0
43.379983,,-80.319342,3527,Hespeler / Abbotsford,0
43.386152,,-80.389268,3524,Fountain / Blair,0
43.385395,,-80.39139,3525,Fountain / Blair,0
43.400862,,-80.354707,3522,Laurel / North,0
43.393222,,-80.367597,3520,Dover / Rose,0
43.390792,,-80.363468,3521,Rose / Westminster,0
43.355848,,-80.301208,1508,Concession / Scrimger,0
43.384015,,-80.303455,1364,Glamis / The Greenway,0
43.355378,,-80.304092,1509,Concession / Peck,0
43.370457,,-80.313927,1601,Dundas / Hopeton,0
43.440148,,-80.508363,2699,Belmont / Burn,0
43.372232,,-80.316883,1600,Dundas / Haddington,0
43.442205,,-80.51075,2697,Belmont / Edgewood,0
43.443235,,-80.512007,2696,Belmont / Victoria,0
43.445037,,-80.512965,2695,Belmont / Karn,0
43.447603,,-80.514288,2694,Belmont / Gage,0
43.449407,,-80.515485,2693,551  Belmont Ave.,0
43.3659,,-80.3063,1603,Dundas / Beverly,0
43.451697,,-80.516993,2691,Belmont / Glasgow,0
43.453123,,-80.517838,2690,Belmont / Claremont,0
43.3674,,-80.3089,1602,Dundas / Cambridge,0
43.359238,,-80.31141,1605,Wellington / Main,0
43.363,,-80.3089,1604,Beverly / Kerr,0
43.364605,,-80.307198,1607,Beverly / Mill Creek Trail,0
43.36199,,-80.309622,1606,Beverly / Kerr,0
43.38111,,-80.307262,1362,Elgin / Glamis,0
43.457597,,-80.502798,3232,Moore / Briar,0
43.45894,,-80.504977,3233,Moore / Guelph,0
43.45484,,-80.501108,3230,Moore / Wellington,0
43.45653,,-80.502163,3231,Moore / Shanley,0
43.456514,,-80.542359,1968,Erb / Mulberry,0
43.455717,,-80.544418,1969,Erb / Amos,0
43.38386,,-80.335978,1618,Coronation / Blue Heron,0
43.385793,,-80.338892,1619,Coronation / Oriole,0
43.381342,,-80.331768,1616,697 Coronation,0
43.382493,,-80.333703,1617,Coronation / Highland,0
43.378152,,-80.326393,1614,Coronation / Oliver,0
43.458883,,-80.515292,3239,Union / King,0
43.463747,,-80.524582,1960,Caroline / Erb,0
43.46414,,-80.525997,1961,Erb / Father David Bauer,0
43.370595,,-80.313938,1610,Dundas / Roxboro,0
43.372242,,-80.316608,1611,Dundas / Jarvis,0
43.381787,,-80.304962,1363,Glamis / Carter,0
43.414648,,-80.503563,2873,Williamsburg / Dinison,0
43.416247,,-80.505322,2872,Williamsburg / Pinedale,0
43.418562,,-80.507933,2871,Williamsburg / Ottawa,0
43.419653,,-80.506583,2870,Ottawa / Howe,0
43.415867,,-80.496163,2877,Dunsmere / Colebrook,0
43.414675,,-80.498168,2876,Dunsmere / Radcliffe,0
43.41426,,-80.499869,2875,Dunsmere / Bosworth,0
43.41327,,-80.502035,2874,Williamsburg / Dinison,0
43.414867,,-80.492465,2879,Laurentian / Briar Knoll,0
43.416309,,-80.493656,2878,Dunsmere / Laurentian,0
43.440595,,-80.498447,3355,Queens / Highland,0
43.439347,,-80.499678,3354,Queens / Spadina,0
43.438092,,-80.510585,3357,Highland / Lawrence,0
43.439443,,-80.508153,3356,Highland / Belmont,0
43.43633,,-80.503788,3351,Queens / Belmont,0
43.435197,,-80.505828,3350,Queens / Community Trail,0
43.437675,,-80.500898,3353,Queens / St Marys Hospital,0
43.437062,,-80.502088,3352,Queens / South,0
43.426763,,-80.529348,3359,Queens / Westheights,0
43.43639,,-80.513563,3358,Highland / Westmount,0
43.5091,,-80.5173,3781,Chesapeake / Brigantine,0
43.414458,,-80.479017,1768,Forest Glen Terminal,0
43.414385,,-80.478892,1769,Forest Glen Terminal,0
43.382662,,-80.309812,1361,Elgin / Regal,0
43.413472,,-80.442312,1762,Wilson /Kuntz Electroplating,0
43.415405,,-80.44227,1763,Wilson / Goodrich,0
43.409265,,-80.441278,1760,Wabanaki / Wilson,0
43.410893,,-80.441718,1761,Wilson / Wabanaki,0
43.414117,,-80.478895,1766,Forest Glen Terminal,0
43.414263,,-80.478952,1767,Forest Glen Terminal,0
43.420792,,-80.442552,1764,Wilson / Fairway,0
43.41392,,-80.478842,1765,Forest Glen Terminal,0
43.493252,,-80.564747,1142,Highpoint / Cornerbrook,0
43.491195,,-80.564522,1143,Highpoint / Wintergreen,0
43.49483,,-80.559548,1140,Northlake / Green Meadow,0
43.493962,,-80.562523,1141,Northlake / Pine Island,0
43.484945,,-80.559987,1146,Highpoint / Toll Gate,0
43.487193,,-80.556668,1147,Toll Gate / Glen Forrest,0
43.488437,,-80.563307,1144,Highpoint / Rolling Hills,0
43.48682,,-80.563315,1145,Highpoint / Dogwood,0
43.486143,,-80.553573,1148,Glen Forrest / Teakwood,0
43.48567,,-80.55156,1149,Cedarbrae / Glen Forrest,0
43.41026,,-80.510513,2966,Wilderness / Activa,0
43.498,,-80.4944,3787,Dansbury / Forestlawn,0
43.403633,,-80.305995,1546,Franklin / Turnbull,0
43.405675,,-80.306625,1547,Franklin / Sheldon,0
43.39893,,-80.304452,1544,Franklin / Bishop,0
43.40122,,-80.305217,1545,Franklin / Raglin,0
43.392358,,-80.302303,1542,Franklin / Saginaw,0
43.396343,,-80.303648,1543,Franklin / Lindsay,0
43.381108,,-80.29918,1540,Franklin / Avenue,0
43.385247,,-80.300802,1541,Franklin / Robson,0
43.407877,,-80.307348,1548,Franklin / Stafford,0
43.410413,,-80.30808,1549,Franklin / Pinebush,0
43.4981,,-80.5036,3784,Bridge / Lexington,0
43.399795,,-80.473807,1784,Trillium / Mcbrine,0
43.400977,,-80.468495,1785,Trillium / Strasburg,0
43.402248,,-80.463315,1787,Trillium / Adam Ferrie,0
43.391406,,-80.319366,1388,Cambridge Centre Terminal,0
43.39136,,-80.319659,1389,Cambridge Centre Terminal,0
43.383328,,-80.32022,1384,Hespeler / Munch,0
43.391227,,-80.319608,1385,Cambridge Centre Terminal,0
43.391255,,-80.31942,1386,Cambridge Centre Terminal,0
43.391296,,-80.319152,1387,Cambridge Centre Terminal,0
43.388972,,-80.311752,1380,Elgin / Glenbrook,0
43.386723,,-80.313593,1381,Elgin / Sekura,0
43.384022,,-80.313643,1382,Munch / Kovac,0
43.383192,,-80.317802,1383,Munch / Sekura,0
43.5773,,-80.5632,3827,Arthur / Listowel,0
43.5827,,-80.5624,3826,Arthur / South Parkwood,0
43.5845,,-80.5623,3825,Arthur / Whippoorwill,0
43.5894,,-80.5615,3824,Arthur / Howard,0
43.5923,,-80.5634,3823,First / Snyder,0
43.5934,,-80.5642,3822,Snyder / Second,0
43.5952453,,-80.56395574,3821,Snyder / Brubacher,0
43.5969,,-80.5637,3820,Snyder / South,0
43.5406,,-80.5534,3829,King / Front,0
43.5441,,-80.5491,3828,Sawmill / Parkside,0
43.455053,,-80.519694,2768,Union / Severn,0
43.44357,,-80.512032,2762,Belmont / Victoria,0
43.478062,,-80.484493,1945,Lancaster / Lang,0
43.383328,,-80.29228,1369,Burnett / Buchanan,0
43.461177,,-80.46435,1077,Frederick / Lois,0
43.5076,,-80.5266,3759,Frobisher / Mcmurray,0
43.5102,,-80.5244,3758,Frobisher / Superior,0
43.5078,,-80.4974,3751,University / Woolwich Place,0
43.5108,,-80.4975,3750,University / New Bedford,0
43.5189,,-80.5087,3753,University / Country Squire,0
43.518,,-80.5028,3752,University / Sportsplex,0
43.5146,,-80.5195,3755,Northfield / Toman,0
43.5172,,-80.5179,3754,Northfield / University,0
43.5119,,-80.5233,3757,Frobisher / Bridge,0
43.5119,,-80.5213,3756,Northfield / Bridge,0
43.366572,,-80.320853,2190,George / James,0
43.368322,,-80.324853,2191,Sunset / Saxony,0
43.370475,,-80.326118,2192,Sunset / Bismark,0
43.37258,,-80.327552,2193,Sunset / Blair Road Ps,0
43.373758,,-80.330522,2194,Sunset / Clearview,0
43.372443,,-80.33362,2195,Clearview / Blair,0
43.370847,,-80.332097,2196,Blair / Bismark,0
43.369503,,-80.330407,2197,Blair / Kenmore,0
43.367765,,-80.32828,2198,Blair / Sherwood,0
43.366732,,-80.327037,2199,Blair / Grant,0
43.363907,,-80.322992,2200,Blair / James,0
43.361612,,-80.32138,2201,Blenheim / Lansdowne,0
43.361587,,-80.325605,2202,Blenheim / Vair,0
43.359542,,-80.332065,2203,Parkwood / Blenheim,0
43.357222,,-80.332275,2204,Salisbury / Corwin,0
43.356268,,-80.333147,2205,Hillcrest / Highland,0
43.353757,,-80.332297,2206,Hillcrest / Churchill,0
43.35389,,-80.330515,2207,Churchill / Westgate,0
43.354722,,-80.326698,2208,Churchill / Forest,0
43.354715,,-80.325333,2209,Churchill / Barrie,0
43.436422,,-80.314835,1301,Fisher Mills / Fearnwood,0
43.478127,,-80.471872,2428,Bridge / Tagge,0
43.4777,,-80.466575,2429,Stanley / Schueller,0
43.467846,,-80.484189,2420,Lancaster / Arnold,0
43.469186,,-80.484229,2421,Lancaster / Ash,0
43.47109,,-80.484275,2422,Lancaster / Union,0
43.47526,,-80.484337,2423,Lancaster / Hamel,0
43.481807,,-80.48285,2424,Lancaster / Bridge,0
43.481207,,-80.480298,2425,Bridge / Tyson,0
43.480457,,-80.478282,2426,Bridge / Bloomingdale,0
43.478953,,-80.474195,2427,Bridge / Schweitzer,0
43.448,,-80.5725,3689,656 Erb St.,0
43.4472,,-80.5691,3688,634 Erb St.,0
43.4689,,-80.5391,3683,University / Seagram,0
43.4752,,-80.5282,3682,Hazel / University,0
43.4895,,-80.4943,3681,Bridge / University,0
43.4921,,-80.4971,3680,Bridge / Crimson,0
43.448,,-80.5666,3687,Erb / Erbsville,0
43.4509,,-80.5583,3686,Erb / Beechwood,0
43.4479,,-80.5726,3685,Erbsville / Erb,0
43.4516,,-80.5564,3684,Erb / Beechwood,0
43.472737,,-80.547978,2518,Uw - University Club,0
43.473932,,-80.546227,2519,Uw - B.C. Matthews Hall,0
43.451332,,-80.572178,1980,Erbsville / Brandenburg,0
43.477972,,-80.537435,2514,Columbia / Lester,0
43.4686,,-80.540275,2515,Uw - South Campus Hall,0
43.467795,,-80.543577,2516,Uw - Environment 2,0
43.470633,,-80.5444,2517,Uw - Biology 2,0
43.481632,,-80.527198,2510,Columbia / Spruce,0
43.480703,,-80.529687,2511,Columbia / Holly,0
43.479797,,-80.532193,2512,Columbia / Hazel,0
43.478785,,-80.535027,2513,Columbia / Albert,0
43.422137,,-80.449348,2734,Traynor / Balfour,0
43.423595,,-80.447118,2735,Traynor / Wilson,0
43.422207,,-80.449305,2736,Traynor / Balfour,0
43.421325,,-80.452087,2737,Traynor / Belwood,0
43.423793,,-80.458998,2730,Vanier / Shelley,0
43.4217,,-80.456727,2731,Vanier / Siebert,0
43.420568,,-80.454853,2732,Traynor / Vanier,0
43.421303,,-80.451867,2733,Traynor / Belwood,0
43.420688,,-80.45485,2738,Traynor / Vanier,0
43.421843,,-80.45676,2739,Vanier / Siebert,0
43.421942,,-80.38379,3531,Maple Grove / Saltsman,0
43.409504843,,-80.39332,3530,Sportsworld Crossing,0
43.389377,,-80.360732,3532,Rose / Lowther,0
43.358803,,-80.310165,3535,Main / Harris,0
43.353643,,-80.322523,3534,St Andrews / Gilholm,0
43.386303,,-80.32104,3537,Hespeler / Can-Amera,0
43.359972,,-80.311453,3536,Wellington / Dickson,0
43.383093,,-80.32048,3539,Hespeler / Isherwood,0
43.386365,,-80.321347,3538,Hespeler / Can-Amera,0
43.389415,,-80.456202,1814,Biehn / Kilkerran,0
43.38639,,-80.456198,1815,Biehn / Kilkerran,0
43.385542,,-80.458825,1816,End Of Biehn Dr,0
43.386713,,-80.455763,1817,Biehn / Caryndale,0
43.39721,,-80.457932,1810,Old Huron / Maxwell,0
43.396023,,-80.4555,1811,Biehn / Carlyle,0
43.3944,,-80.455552,1812,Biehn / Maxwell,0
43.392182,,-80.455908,1813,Biehn / Marl Meadow,0
43.389403,,-80.456042,1818,Biehn / Robertson,0
43.391372,,-80.455957,1819,Biehn / Marl Meadow,0
43.471462,,-80.592458,1107,Laurelwood / Erbsville,0
43.367545,,-80.308725,1609,Dundas / Cambridge,0
43.366263,,-80.306508,1608,Dundas / Grantham,0
43.42294,,-80.487324,3229,Ottawa / Strasburg,0
43.422984,,-80.441007,3228,Fairview Park Terminal,0
43.452757,,-80.57191,1979,Erbsville / Path To Lausanne,0
43.455908,,-80.573273,1978,Keats Way / Erbsville,0
43.4567,,-80.571037,1977,Keats Way / Beechwood,0
43.457638,,-80.568322,1976,Keats Way / Leighland,0
43.456957,,-80.564897,1975,Keats Way / Sandford Fleming,0
43.452625,,-80.49812,3226,Victoria / King,0
43.457883,,-80.55867,1973,Keats Way / Fischer-Hallman,0
43.45291,,-80.553685,1972,Fischer-Hallman / Erb,0
43.453375,,-80.551127,1971,Erb / Churchill,0
43.454637,,-80.547535,1970,Erb / Culpepper,0
43.445132,,-80.469868,2848,Weber / Onward,0
43.444737,,-80.465332,2849,Ottawa / Mckenzie,0
43.446412,,-80.475312,2846,Weber / Stirling,0
43.445533,,-80.470935,2847,Weber / Borden,0
43.448518,,-80.480057,2844,Weber / Madison,0
43.446963,,-80.476525,2845,Weber / Fairview,0
43.451397,,-80.48633,2842,Weber / Frederick,0
43.44908,,-80.481287,2843,Weber / Cedar,0
43.455962,,-80.488827,2840,Margaret / Victoria,0
43.454545,,-80.48566,2841,Margaret / Queen,0
43.417872,,-80.534615,3320,Driftwood / Westheights,0
43.416467,,-80.534233,3321,Driftwood / Royal Orchard,0
43.413483,,-80.535675,3322,Driftwood / Parkland,0
43.412305,,-80.537833,3323,Driftwood / Driftwood Park,0
43.413208,,-80.539873,3324,Yellow Birch / Driftwood,0
43.411948,,-80.542053,3325,Yellow Birch / Cedar Crest,0
43.4114,,-80.545153,3326,Yellow Birch / Stonehenge,0
43.412363,,-80.549067,3327,Yellow Birch / Golden Meadow,0
43.415237,,-80.550615,3328,Golden Meadow / Highview,0
43.415675,,-80.54721,3329,Highview / Sugar Maple,0
43.406412,,-80.47482,1775,Strasburg / Bleams,0
43.407405,,-80.475148,1774,Strasburg / Bleams,0
43.404475,,-80.474385,1777,Mcintyre / Strasburg,0
43.405623,,-80.474402,1776,Strasburg / Shoemaker,0
43.414052,,-80.478805,1771,Forest Glen Terminal,0
43.414213,,-80.47885,1770,Forest Glen Terminal,0
43.410878,,-80.476208,1773,Strasburg / Old Country,0
43.41389,,-80.47875,1772,Forest Glen Terminal,0
43.402877,,-80.480323,1779,222 Mcintyre Dr.,0
43.403002,,-80.477342,1778,Mcintyre / Mcbrine,0
43.496873,,-80.515888,2806,Davenport / Path To Anndale,0
43.402057,,-80.51224,2998,Activa / Periwinkle,0
43.485792,,-80.537551,1159,Hazel / Blythwood,0
43.485729,,-80.539087,1158,Hazel / Wildwood,0
43.402567,,-80.510258,2999,Activa / Sweet William,0
43.491555,,-80.537553,1155,Albert / Weber,0
43.492592,,-80.544622,1154,Parkside / Weber,0
43.487638,,-80.541565,1157,Albert / Quiet,0
43.490535,,-80.539497,1156,Albert / Longwood,0
43.48878,,-80.549708,1151,Cedarbrae / Glen Manor,0
43.487868,,-80.550127,1150,Cedarbrae / Heasley Park Tr,0
43.490203,,-80.545167,1153,Parkside / Glenelm,0
43.489614,,-80.54806,1152,Cedarbrae / Sprucehill,0
43.497722,,-80.518018,2807,Davenport / Kidsability,0
43.411707,,-80.473785,3038,Old Country / Century Hill,0
